Company,Slug,Score,Source
The Nuclear Company,the-nuclear-company,,a16z-speedrun
Arca Wealth,arca-wealth,,a16z-speedrun
Arlo,arlo,,a16z-speedrun
David AI,david-ai,,a16z-speedrun
Maze Therapeutics,maze-therapeutics,,a16z-speedrun
Menasha Corporation,menasha-corporation,,a16z-speedrun
Moog,moog,,a16z-speedrun
Ricursive Intelligence,ricursive-intelligence,,a16z-speedrun
Rigetti Computing,rigetti-computing,,a16z-speedrun
Sentara Health,sentara-health,,a16z-speedrun
Squint,squint,,a16z-speedrun
Valinor,valinor,,a16z-speedrun
BlaBlaCar,blablacar,,a16z-speedrun
Capi Money,capi-money,,a16z-speedrun
Ekimetrics,ekimetrics,,a16z-speedrun
Inertia,inertia,,a16z-speedrun
Littelfuse,littelfuse,,a16z-speedrun
Multiplier Holdings,multiplier-holdings,,a16z-speedrun
Ossium Health,ossium-health,,a16z-speedrun
Percepta,percepta,,a16z-speedrun
Rendezvous Robotics,rendezvous-robotics,,a16z-speedrun
Rogers Behavioral Health,rogers-behavioral-health,,a16z-speedrun
University of Arkansas,university-of-arkansas,,a16z-speedrun
Wordware,wordware,,a16z-speedrun
BDG,bdg,,a16z-speedrun
Chariot Defense,chariot-defense,,a16z-speedrun
Charm Industrial,charm-industrial,,a16z-speedrun
FTI Consulting,fti-consulting,,a16z-speedrun
Harmonic,harmonic,,a16z-speedrun
Inkitt,inkitt,,a16z-speedrun
Ivy Tech Community College,ivy-tech-community-college,,a16z-speedrun
Jinba,jinba,,a16z-speedrun
Lucis,lucis,,a16z-speedrun
Manulife Financial,manulife-financial,,a16z-speedrun
Marvell,marvell,,a16z-speedrun
Nissan Global,nissan-global,,a16z-speedrun
RFCUNY,rfcuny,,a16z-speedrun
Thomas & Hutton,thomas-hutton,,a16z-speedrun
Beth Israel Deaconess Medical Center,beth-israel-deaconess-medical-center,,a16z-speedrun
Boom Supersonic,boom-supersonic,,a16z-speedrun
Causaly,causaly,,a16z-speedrun
Cellanome,cellanome,,a16z-speedrun
Claim Health,claim-health,,a16z-speedrun
Dex,dex,,a16z-speedrun
Draper,draper,,a16z-speedrun
Halluminate,halluminate,,a16z-speedrun
Hendrick Motorsports,hendrick-motorsports,,a16z-speedrun
LayerZero Labs,layerzero-labs,,a16z-speedrun
Mirage,mirage,,a16z-speedrun
Mirelo AI,mirelo-ai,,a16z-speedrun
Momentum,momentum,,a16z-speedrun
Outsmart,outsmart,,a16z-speedrun
Shift,shift,,a16z-speedrun
Tessl,tessl,,a16z-speedrun
UniSwap,uniswap,,a16z-speedrun
Viavi Solutions,viavi-solutions,,a16z-speedrun
Vitalize,vitalize,,a16z-speedrun
Alljoined,alljoined,,a16z-speedrun
Brookfield,brookfield,,a16z-speedrun
Dedalus Labs,dedalus-labs,,a16z-speedrun
Entegris,entegris,,a16z-speedrun
Flow Traders,flow-traders,,a16z-speedrun
Fourier,fourier,,a16z-speedrun
Freedom Technology Solutions Group,freedom-technology-solutions-group,,a16z-speedrun
Jain Global,jain-global,,a16z-speedrun
Langfuse,langfuse,,a16z-speedrun
Method Security,method-security,,a16z-speedrun
Nirvana Insurance,nirvana-insurance,,a16z-speedrun
Patreon,patreon,,a16z-speedrun
Preference Model,preference-model,,a16z-speedrun
TMX Group,tmx-group,,a16z-speedrun
TransMarket Group,transmarket-group,,a16z-speedrun
Trend Micro,trend-micro,,a16z-speedrun
Trimble,trimble,,a16z-speedrun
Viggle,viggle,,a16z-speedrun
Viridien,viridien,,a16z-speedrun
Ambarella,ambarella,,a16z-speedrun
Ando,ando,,a16z-speedrun
Aspora,aspora,,a16z-speedrun
AXQ Capital,axq-capital,,a16z-speedrun
Blackstone,blackstone,,a16z-speedrun
Brunswick,brunswick,,a16z-speedrun
Delphi,delphi,,a16z-speedrun
Elekta,elekta,,a16z-speedrun
Four Hands,four-hands,,a16z-speedrun
Hudson River Trading,hudson-river-trading,,a16z-speedrun
Leonardo,leonardo,,a16z-speedrun
Lottie,lottie,,a16z-speedrun
MyHeritage,myheritage,,a16z-speedrun
Nuna,nuna,,a16z-speedrun
nVent,nvent,,a16z-speedrun
Pine Rest,pine-rest,,a16z-speedrun
Reflex Robotics,reflex-robotics,,a16z-speedrun
Samsung,samsung,,a16z-speedrun
The Better Money Company,the-better-money-company,,a16z-speedrun
TRIMEDX,trimedx,,a16z-speedrun
Unlimited Industries,unlimited-industries,,a16z-speedrun
Usul,usul,,a16z-speedrun
Welocalize,welocalize,,a16z-speedrun
Abundant,abundant,,a16z-speedrun
Appian,appian,,a16z-speedrun
Astemo,astemo,,a16z-speedrun
Astera Labs,astera-labs,,a16z-speedrun
Autoscience Institute,autoscience-institute,,a16z-speedrun
Barry-Wehmiller,barry-wehmiller,,a16z-speedrun
Bevel,bevel,,a16z-speedrun
Bonfire Studios,bonfire-studios,,a16z-speedrun
CAE,cae,,a16z-speedrun
Casca,casca,,a16z-speedrun
ConductorAI,conductorai,,a16z-speedrun
Crucibl,crucibl,,a16z-speedrun
Dimensional Fund Advisors,dimensional-fund-advisors,,a16z-speedrun
Dryft,dryft,,a16z-speedrun
Embry-Riddle Aeronautical University,embry-riddle-aeronautical-university,,a16z-speedrun
Finning,finning,,a16z-speedrun
Finvest,finvest,,a16z-speedrun
Great American Insurance Company,great-american-insurance-company,,a16z-speedrun
Integrity,integrity,,a16z-speedrun
Iron Mountain,iron-mountain,,a16z-speedrun
Magic Leap,magic-leap,,a16z-speedrun
Marmon Holdings,marmon-holdings,,a16z-speedrun
Mass General Brigham,mass-general-brigham,,a16z-speedrun
Maven Securities,maven-securities,,a16z-speedrun
Medical College of Wisconsin,medical-college-of-wisconsin,,a16z-speedrun
Meshy,meshy,,a16z-speedrun
Nelnet,nelnet,,a16z-speedrun
NewsBreak,newsbreak,,a16z-speedrun
Nightwing Intelligence Solutions,nightwing-intelligence-solutions,,a16z-speedrun
Nio,nio,,a16z-speedrun
OffDeal,offdeal,,a16z-speedrun
Paradigm,paradigm,,a16z-speedrun
Pivot Robotics,pivot-robotics,,a16z-speedrun
QuantCo,quantco,,a16z-speedrun
QuEra Computing,quera-computing,,a16z-speedrun
Revel,revel,,a16z-speedrun
Schonfeld,schonfeld,,a16z-speedrun
Sola,sola,,a16z-speedrun
Terranova,terranova,,a16z-speedrun
Unisys,unisys,,a16z-speedrun
University of Miami,university-of-miami,,a16z-speedrun
WeRide,weride,,a16z-speedrun
Adtran,adtran,,a16z-speedrun
Alpha-9 Oncology,alpha-9-oncology,,a16z-speedrun
Anterior,anterior,,a16z-speedrun
Anything,anything,,a16z-speedrun
Aquatic Capital Management,aquatic-capital-management,,a16z-speedrun
BlackEdge Capital,blackedge-capital,,a16z-speedrun
BlackRock,blackrock,,a16z-speedrun
Blaxel,blaxel,,a16z-speedrun
Bunkerhill Health,bunkerhill-health,,a16z-speedrun
Cerebras,cerebras,,a16z-speedrun
Chestnut,chestnut,,a16z-speedrun
Cluely,cluely,,a16z-speedrun
Constellation Space,constellation-space,,a16z-speedrun
Delta Dental,delta-dental,,a16z-speedrun
Ello,ello,,a16z-speedrun
Eragon,eragon,,a16z-speedrun
First Street Foundation,first-street-foundation,,a16z-speedrun
Five Rings Capital,five-rings-capital,,a16z-speedrun
G-Research,g-research,,a16z-speedrun
Greenboard,greenboard,,a16z-speedrun
iHeartMedia,iheartmedia,,a16z-speedrun
Innate,innate,,a16z-speedrun
Interdigital,interdigital,,a16z-speedrun
MARGO,margo,,a16z-speedrun
Marshall Wace,marshall-wace,,a16z-speedrun
Munari Labs,munari-labs,,a16z-speedrun
N1,n1,,a16z-speedrun
Oligo Space,oligo-space,,a16z-speedrun
PHINIA,phinia,,a16z-speedrun
Ranger,ranger,,a16z-speedrun
Regal Rexnord,regal-rexnord,,a16z-speedrun
Rezo Therapeutics,rezo-therapeutics,,a16z-speedrun
Scope,scope,,a16z-speedrun
Seven Research,seven-research,,a16z-speedrun
SF Tensor,sf-tensor,,a16z-speedrun
Sorare,sorare,,a16z-speedrun
Spiral,spiral,,a16z-speedrun
SpreeAI,spreeai,,a16z-speedrun
Tactile Games,tactile-games,,a16z-speedrun
Tax Relief Advocates,tax-relief-advocates,,a16z-speedrun
TMEIC,tmeic,,a16z-speedrun
Vivodyne,vivodyne,,a16z-speedrun
Wellington Management,wellington-management,,a16z-speedrun
ZOLL Medical Corporation,zoll-medical-corporation,,a16z-speedrun
3RedPartners,3redpartners,,a16z-speedrun
Abound,abound,,a16z-speedrun
Ambral,ambral,,a16z-speedrun
Asimov,asimov,,a16z-speedrun
Bank of Montreal,bank-of-montreal,,a16z-speedrun
Breaker,breaker,,a16z-speedrun
Checkout.com,checkout-com,,a16z-speedrun
Chicago Trading Company,chicago-trading-company,,a16z-speedrun
Chief,chief,,a16z-speedrun
CommodityAI,commodityai,,a16z-speedrun
CTGT,ctgt,,a16z-speedrun
Diversified Automation,diversified-automation,,a16z-speedrun
Docugami,docugami,,a16z-speedrun
Droyd Robotics,droyd-robotics,,a16z-speedrun
Earli,earli,,a16z-speedrun
Flock Homes,flock-homes,,a16z-speedrun
Franklin Templeton,franklin-templeton,,a16z-speedrun
Ginkgo Bioworks,ginkgo-bioworks,,a16z-speedrun
Gotion,gotion,,a16z-speedrun
Graco,graco,,a16z-speedrun
Gritt Robotics Inc,gritt-robotics-inc,,a16z-speedrun
Hilcorp,hilcorp,,a16z-speedrun
ICF International,icf-international,,a16z-speedrun
Inkeep,inkeep,,a16z-speedrun
Institute of Foundation Models,institute-of-foundation-models,,a16z-speedrun
Jefferson Health,jefferson-health,,a16z-speedrun
Jimmy Choo,jimmy-choo,,a16z-speedrun
Lido,lido,,a16z-speedrun
Literati,literati,,a16z-speedrun
Lumentum,lumentum,,a16z-speedrun
Mem0,mem0,,a16z-speedrun
Moss & Associates,moss-associates,,a16z-speedrun
Novartis,novartis,,a16z-speedrun
Observable Space,observable-space,,a16z-speedrun
Orchestra,orchestra,,a16z-speedrun
Perpay,perpay,,a16z-speedrun
pony.ai,pony-ai,,a16z-speedrun
Prairie View A&M University,prairie-view-a-m-university,,a16z-speedrun
Primitive Labs,primitive-labs,,a16z-speedrun
Promise,promise,,a16z-speedrun
Rainmaker,rainmaker,,a16z-speedrun
Samsung Research America,samsung-research-america,,a16z-speedrun
Scott Logic,scott-logic,,a16z-speedrun
Sentra,sentra,,a16z-speedrun
SoloPulse,solopulse,,a16z-speedrun
SOTI,soti,,a16z-speedrun
Svix,svix,,a16z-speedrun
SWBC,swbc,,a16z-speedrun
TD Bank,td-bank,,a16z-speedrun
thyssenkrupp,thyssenkrupp,,a16z-speedrun
Tilde,tilde,,a16z-speedrun
TSC,tsc,,a16z-speedrun
Two Six Technologies,two-six-technologies,,a16z-speedrun
"University of Nevada, Reno",university-of-nevada-reno,,a16z-speedrun
University of Pennsylvania,university-of-pennsylvania,,a16z-speedrun
University of Rochester,university-of-rochester,,a16z-speedrun
Verdantas,verdantas,,a16z-speedrun
Wallbit,wallbit,,a16z-speedrun
Walleye Capital,walleye-capital,,a16z-speedrun
Wash U,wash-u,,a16z-speedrun
Zettabyte,zettabyte,,a16z-speedrun
Agile Defense,agile-defense,,a16z-speedrun
Apolink,apolink,,a16z-speedrun
Archil,archil,,a16z-speedrun
Arrowstreet Capital,arrowstreet-capital,,a16z-speedrun
Arthur AI,arthur-ai,,a16z-speedrun
Astera,astera,,a16z-speedrun
Bio-Techne,bio-techne,,a16z-speedrun
Blissway,blissway,,a16z-speedrun
Bot Auto,bot-auto,,a16z-speedrun
Brief,brief,,a16z-speedrun
Capitolis,capitolis,,a16z-speedrun
Capy,capy,,a16z-speedrun
Cellular Intelligence,cellular-intelligence,,a16z-speedrun
Centerfield,centerfield,,a16z-speedrun
Cirrus Logic,cirrus-logic,,a16z-speedrun
Clarity Innovations,clarity-innovations,,a16z-speedrun
CME Group,cme-group,,a16z-speedrun
Creatify Lab,creatify-lab,,a16z-speedrun
CX2,cx2,,a16z-speedrun
D3,d3,,a16z-speedrun
Datalab USA,datalab-usa,,a16z-speedrun
Deep Genomics,deep-genomics,,a16z-speedrun
Eagle,eagle,,a16z-speedrun
Ellipsis Labs,ellipsis-labs,,a16z-speedrun
Firetiger,firetiger,,a16z-speedrun
Fomo,fomo,,a16z-speedrun
Further,further,,a16z-speedrun
Fuse Energy,fuse-energy,,a16z-speedrun
Fussball Club Cincinnati LLC,fussball-club-cincinnati-llc,,a16z-speedrun
"Gitar, Inc.",gitar-inc,,a16z-speedrun
Global Infrastructure,global-infrastructure,,a16z-speedrun
Haize Labs,haize-labs,,a16z-speedrun
Hypercubic,hypercubic,,a16z-speedrun
IDEX,idex,,a16z-speedrun
Ineffable Intelligence,ineffable-intelligence,,a16z-speedrun
Infinite Machine,infinite-machine,,a16z-speedrun
Integra FEC,integra-fec,,a16z-speedrun
Kepler Communications,kepler-communications,,a16z-speedrun
Lekondo,lekondo,,a16z-speedrun
Life.Church,life-church,,a16z-speedrun
"LightGuide, Inc.",lightguide-inc,,a16z-speedrun
Maestro,maestro,,a16z-speedrun
Masco,masco,,a16z-speedrun
Megger,megger,,a16z-speedrun
Moment Energy,moment-energy,,a16z-speedrun
Momentic,momentic,,a16z-speedrun
Nuclear Promise X,nuclear-promise-x,,a16z-speedrun
Nuro,nuro,,a16z-speedrun
Occidental Petroleum,occidental-petroleum,,a16z-speedrun
Omni Design Technologies,omni-design-technologies,,a16z-speedrun
Outpost Technologies,outpost-technologies,,a16z-speedrun
Payrails,payrails,,a16z-speedrun
PDT Partners,pdt-partners,,a16z-speedrun
Phlair,phlair,,a16z-speedrun
Quadric,quadric,,a16z-speedrun
Quadrillion,quadrillion,,a16z-speedrun
Rivian and Volkswagen Group Technologies,rivian-and-volkswagen-group-technologies,,a16z-speedrun
Schmidt Sciences,schmidt-sciences,,a16z-speedrun
ShyftLabs,shyftlabs,,a16z-speedrun
Spacial AI,spacial-ai,,a16z-speedrun
Stevens Capital Management,stevens-capital-management,,a16z-speedrun
Straia,straia,,a16z-speedrun
Techtronic Industries,techtronic-industries,,a16z-speedrun
Tekton Dynamics,tekton-dynamics,,a16z-speedrun
The Federal Reserve System,the-federal-reserve-system,,a16z-speedrun
TORTUS AI,tortus-ai,,a16z-speedrun
Toshiba Global Commerce,toshiba-global-commerce,,a16z-speedrun
Toyota Research Institute,toyota-research-institute,,a16z-speedrun
Trainline,trainline,,a16z-speedrun
Trexquant,trexquant,,a16z-speedrun
True Anomaly,true-anomaly,,a16z-speedrun
Truveta,truveta,,a16z-speedrun
UMB,umb,,a16z-speedrun
University of British Columbia,university-of-british-columbia,,a16z-speedrun
Variant Bio,variant-bio,,a16z-speedrun
Volaris Group,volaris-group,,a16z-speedrun
Voloridge,voloridge,,a16z-speedrun
Volta Labs,volta-labs,,a16z-speedrun
10a Labs,10a-labs,,a16z-speedrun
Ankorstore,ankorstore,,a16z-speedrun
Anthelion Capital,anthelion-capital,,a16z-speedrun
Arch Capital Group,arch-capital-group,,a16z-speedrun
Argmax,argmax,,a16z-speedrun
"Argon AI, Inc.",argon-ai-inc,,a16z-speedrun
Argonne National Laboratory,argonne-national-laboratory,,a16z-speedrun
Arini,arini,,a16z-speedrun
AssetMark,assetmark,,a16z-speedrun
Axiomatic AI,axiomatic-ai,,a16z-speedrun
Axis Capital,axis-capital,,a16z-speedrun
Backflip.AI,backflip-ai,,a16z-speedrun
Baro,baro,,a16z-speedrun
Baton Corporation,baton-corporation,,a16z-speedrun
Beacon Software,beacon-software,,a16z-speedrun
Beacons,beacons,,a16z-speedrun
Bild AI,bild-ai,,a16z-speedrun
Blockhouse,blockhouse,,a16z-speedrun
Blue Robotics,blue-robotics,,a16z-speedrun
Blue Sky Innovators,blue-sky-innovators,,a16z-speedrun
BlueCross BlueShield of South Carolina,bluecross-blueshield-of-south-carolina,,a16z-speedrun
Bose,bose,,a16z-speedrun
Brain Co.,brain-co,,a16z-speedrun
Bree,bree,,a16z-speedrun
BRM,brm,,a16z-speedrun
CarbonChain,carbonchain,,a16z-speedrun
Cascade,cascade,,a16z-speedrun
CHEP,chep,,a16z-speedrun
Circleback,circleback,,a16z-speedrun
Claros,claros,,a16z-speedrun
Colonial Pipeline Company,colonial-pipeline-company,,a16z-speedrun
Context,context,,a16z-speedrun
Core & Main,core-main,,a16z-speedrun
Crusoe,crusoe,,a16z-speedrun
Culdesac,culdesac,,a16z-speedrun
CuspAI,cuspai,,a16z-speedrun
Darwin,darwin,,a16z-speedrun
Denari,denari,,a16z-speedrun
Dyna Robotics,dyna-robotics,,a16z-speedrun
Edgehog Trading,edgehog-trading,,a16z-speedrun
Egra AI,egra-ai,,a16z-speedrun
ElectroKare,electrokare,,a16z-speedrun
Eluvio,eluvio,,a16z-speedrun
Elwood Technologies,elwood-technologies,,a16z-speedrun
endeavorai.com,endeavorai-com,,a16z-speedrun
Enova,enova,,a16z-speedrun
Eventual,eventual,,a16z-speedrun
Evolver,evolver,,a16z-speedrun
F. Schumacher & Co.,f-schumacher-co,,a16z-speedrun
Fab2,fab2,,a16z-speedrun
Faculty AI,faculty-ai,,a16z-speedrun
Faros AI,faros-ai,,a16z-speedrun
FHLBank Topeka,fhlbank-topeka,,a16z-speedrun
First Bank & Trust,first-bank-trust,,a16z-speedrun
Fluxergy,fluxergy,,a16z-speedrun
Focal,focal,,a16z-speedrun
Forgepoint,forgepoint,,a16z-speedrun
Frontier Health,frontier-health,,a16z-speedrun
Fundwell,fundwell,,a16z-speedrun
GE Appliances,ge-appliances,,a16z-speedrun
Gemini,gemini,,a16z-speedrun
GenMD,genmd,,a16z-speedrun
Georgian Partners Growth,georgian-partners-growth,,a16z-speedrun
Ghost,ghost,,a16z-speedrun
Glide,glide,,a16z-speedrun
Group 1001,group-1001,,a16z-speedrun
GRVTY,grvty,,a16z-speedrun
HCompany,hcompany,,a16z-speedrun
Headlands Tech Holdings,headlands-tech-holdings,,a16z-speedrun
Hiverge,hiverge,,a16z-speedrun
HyperLight,hyperlight,,a16z-speedrun
Instead,instead,,a16z-speedrun
Julius AI,julius-ai,,a16z-speedrun
Kanu AI,kanu-ai,,a16z-speedrun
Kemper,kemper,,a16z-speedrun
KiloForge,kiloforge,,a16z-speedrun
Kinetic Systems,kinetic-systems,,a16z-speedrun
KLA,kla,,a16z-speedrun
KLA Corporation,kla-corporation,,a16z-speedrun
Kobo,kobo,,a16z-speedrun
kos.ai,kos-ai,,a16z-speedrun
Kraken Robotics,kraken-robotics,,a16z-speedrun
Limelight Steel,limelight-steel,,a16z-speedrun
Link,link,,a16z-speedrun
Maxima,maxima,,a16z-speedrun
Medical Informatics Engineering,medical-informatics-engineering,,a16z-speedrun
Meds,meds,,a16z-speedrun
Metergy Solutions,metergy-solutions,,a16z-speedrun
Meticulous,meticulous,,a16z-speedrun
Multiply,multiply,,a16z-speedrun
NationGraph,nationgraph,,a16z-speedrun
NeoCognition,neocognition,,a16z-speedrun
Octaura,octaura,,a16z-speedrun
"Odin Dynamics, Inc",odin-dynamics-inc,,a16z-speedrun
Oklo,oklo,,a16z-speedrun
OMERS,omers,,a16z-speedrun
Omnis,omnis,,a16z-speedrun
Onware,onware,,a16z-speedrun
Orennia,orennia,,a16z-speedrun
Pharos,pharos,,a16z-speedrun
Phonic,phonic,,a16z-speedrun
Pingo,pingo,,a16z-speedrun
PlusAI,plusai,,a16z-speedrun
Polychain Capital,polychain-capital,,a16z-speedrun
PredictX,predictx,,a16z-speedrun
Prime Intellect,prime-intellect,,a16z-speedrun
Prior Labs,prior-labs,,a16z-speedrun
Protolabs,protolabs,,a16z-speedrun
QTS,qts,,a16z-speedrun
Radix Trading,radix-trading,,a16z-speedrun
Raft,raft,,a16z-speedrun
ROCKWOOL Group,rockwool-group,,a16z-speedrun
Ryvn,ryvn,,a16z-speedrun
Samaya,samaya,,a16z-speedrun
SciTec,scitec,,a16z-speedrun
Scout AI,scout-ai,,a16z-speedrun
Silvus Technologies,silvus-technologies,,a16z-speedrun
Simpson Strong-Tie,simpson-strong-tie,,a16z-speedrun
Sourcerer AI,sourcerer-ai,,a16z-speedrun
Spherecast,spherecast,,a16z-speedrun
Summer​,summer,,a16z-speedrun
Sunday Robotics,sunday-robotics,,a16z-speedrun
Supernova Technology,supernova-technology,,a16z-speedrun
Taya,taya,,a16z-speedrun
Teleskope,teleskope,,a16z-speedrun
Tenera,tenera,,a16z-speedrun
TribalScale,tribalscale,,a16z-speedrun
Tuesday Labs,tuesday-labs,,a16z-speedrun
Uare.ai,uare-ai,,a16z-speedrun
URSA Mining,ursa-mining,,a16z-speedrun
Vantor,vantor,,a16z-speedrun
Veeda AI,veeda-ai,,a16z-speedrun
VeeFriends,veefriends,,a16z-speedrun
Vellum,vellum,,a16z-speedrun
Vizient,vizient,,a16z-speedrun
Waymo,waymo,,a16z-speedrun
Wintermute,wintermute,,a16z-speedrun
XPENG Motors,xpeng-motors,,a16z-speedrun
XTX Markets,xtx-markets,,a16z-speedrun
Mistral AI,mistral-ai,102.65,repvue
Rebar,rebar,102.17,repvue
Siro,siro,101.46,repvue
Getguru.com,getgurucom,101.06,repvue
ProsperOps,ProsperOps,101.03,repvue
Associated,associated,100.69,repvue
Champify,champify,100.63,repvue
ASAP inc,asap-inc,100.12,repvue
Rilla,rillavoice,100.09,repvue
Auth0,auth0,100.00,repvue
Giga,giga,99.89,repvue
Mangomint,mangomint-70c1594b-36a3-4933-8390-bbd76919a157,99.30,repvue
Raymond West,RaymondWest,98.97,repvue
January,january,98.85,repvue
Solidgate,Solidgate,98.77,repvue
Wistia,Wistia,98.71,repvue
Ivo,ivo,98.60,repvue
Cursor,cursor,98.32,repvue
Whatnot,whatnot,98.16,repvue
LettrLabs,lettrlabs,98.05,repvue
Jetty,Jetty,97.97,repvue
Campfire,Campfire,97.90,repvue
Opus Technology,agilethought,97.64,repvue
Thread HCM,threadhcm,97.61,repvue
Rootly,rootly,97.57,repvue
Everstage,everstage,97.44,repvue
BreachRx,breachrx,97.39,repvue
Prolifiq.ai,Prolifiqai,97.36,repvue
The N2 Company,N2Publishing,97.31,repvue
Maestra.io,maestra,97.27,repvue
Unframe AI,unframe-ai,97.24,repvue
SourceWhale,SourceWhale,97.15,repvue
Triple Whale,TripleWhale,97.09,repvue
Linear,linear,97.01,repvue
Comply Pro,ComplyPro,96.94,repvue
Anagram,Anagram,96.91,repvue
Wiza,Wiza,96.90,repvue
Eve Legal,eve-legal,96.88,repvue
Energy CX,energy-cx,96.81,repvue
News Corp.,NewsCorp,96.69,repvue
Dedrone,Dedrone,96.62,repvue
Omnea,omnea,96.59,repvue
Blue J,BlueJLegal,96.56,repvue
Triumvirate Environmental,triumvirate-environmental,96.55,repvue
Vendelux,vendelux,96.50,repvue
CompanyCam,CompanyCam,96.33,repvue
AI Clearing,ai-clearing,96.29,repvue
ScaleOps,scaleops,96.20,repvue
Asurint,Asurint,96.11,repvue
Accord,Accord,96.11,repvue
TA Instruments,TAInstruments,96.09,repvue
SewerAI,sewerai,96.08,repvue
Deepgram,Deepgram,95.98,repvue
Amplemarket,Amplemarket,95.97,repvue
CloudTalk,cloudtalk,95.90,repvue
Actively AI,actively-ai,95.88,repvue
RemoFirst,remofirst,95.84,repvue
Nooks,nooks,95.75,repvue
Interseller,Interseller,95.75,repvue
Juro,Juro,95.68,repvue
2B Talent Solutions,2b-talent-solutions,95.67,repvue
Xygeni,xygeni,95.67,repvue
Oak Street Health,Oakstreethealth,95.54,repvue
JobTread,jobtread,95.51,repvue
RT Specialty,RTSpecialty,95.47,repvue
Clazar,clazar,95.40,repvue
Omni,omni-analytics,95.32,repvue
Force Management,ForceManagement,95.26,repvue
AIHR,AIHR,95.25,repvue
Rockerbox,rockerbox,95.23,repvue
Maxwell,Maxwell,95.17,repvue
QuotaPath,QuotaPath,95.16,repvue
